id,score
as6234,89.45313
as6235,89.40678
as6236,89.74948
as6237,89.24883
as6238,89.42149
as6239,89.52191
as624,89.22078
as6240,89.08524
as6241,89.57895
as6242,89.03421
as6243,89.57537
as6244,89.20354
as6245,89.58159
as6246,89.22246
as6247,88.93443
as6248,89.49367
as6249,89.60707
as625,89.46309
as6250,89.74359
as6251,89.59267
as6252,89.29825
as6253,89.61089
as6254,89.21739
as6255,89.59514
as6256,89.0303
as6257,88.98947
as6258,89.3133
as6259,89.36255
as626,89.22078
as6260,89.47858
as6261,89.68872
as6262,89.19679
as6263,89.32632
as6264,89.42974
as6265,89.57537
as6266,89.47939
as6267,89.15612
as6268,89.21875
as6269,89.4332
as627,89.08142
as6270,89.56803
as6271,89.40928
as6272,89.27419
as6273,89.40928
as6274,89.54955
as6275,89.24211
as6276,89.16318
as6277,89.46903
as6278,89.09836
as6279,89.39914
as628,89.58246
as6280,89.59184
as6281,89.38224
as6282,89.3177
as6283,89.00415
as6284,89.49791
as6285,89.75806
as6286,89.31034
as6287,89.43128
as6288,89.68191
as6289,89.58506
as629,89.54373
as6290,89.57265
as6291,89.55157
as6292,89.36759
as6293,89.34021
as6294,89.21739
as6295,89.72973
as6296,89.37132
as6297,89.41667
as6298,89.44444
as6299,89.34827
as63,89.36219
as630,89.33194
as6300,89.17864
as6301,89.19192
as6302,89.38462
as6303,89.5122
as6304,89.40426
as6305,89.02834
as6306,88.97216
as6307,89.19517
as6308,89.40043
as6309,89.5
as631,89.3177
as6310,88.83333
as6311,89.58932
as6312,89.41423
as6313,89.0393
as6314,89.49153
as6315,89.04762
as6316,89.50719
as6317,89.32632
as6318,88.83495
as6319,89.44
as632,89.57082
as6320,89.84032
as6321,89.00208
as6322,89.6008
as6323,89.49791
as6324,89.66387
as6325,89.30736
as6326,89.46463
as6327,89.30283
as6328,89.65443
as6329,89.22929
as633,89.23077
as6330,89.83607
as6331,89.09091
as6332,89.19028
as6333,89.5092
as6334,89.40803
as6335,89.3578
as6336,89.55357
as6337,89.60239
as6338,89.46768
as6339,89.4958
as634,89.04382
as6340,89.32914
as6341,89.33194
as6342,89.33333
as6343,89.0287
as6344,89.65066
as6345,89.25926
as6346,88.7957
as6347,89.56803
as6348,89.61014
as6349,89.18864
as635,89.57717
as6350,89.21569
as6351,89.48164
as6352,89.57537
as6353,89.40299
as6354,89.42623
as6355,89.57895
as6356,89.51904
as6357,89.3133
as6358,89.33194
as6359,89.39655
as636,89.30586
as6360,89.2562
as6361,89.5671
as6362,89.60159
as6363,89.27565
as6364,89.65142
as6365,88.85481
as6366,89.58506
as6367,89.37778
as6368,89.15966
as6369,88.99791
as637,89.40803
as6370,89.51515
as6371,89.17293
as6372,89.22027
as6373,89.57265
as6374,89.17526
as6375,89.182
as6376,89.0372
as6377,89.04762
as6378,89.73451
as6379,89.07563
as638,89.58506
as6380,89.47826
as6381,89.17526
as6382,89.29978
as6383,89.07757
as6384,89.19517
as6385,89.27765
as6386,89.25234
as6387,89.03421
as6388,89.19463
as6389,89.4332
as639,89.35354
as6390,89.13043
as6391,89.32632
as6392,89.34694
as6393,89.20705
as6394,89.41667
as6395,89.31915
as6396,89.06383
as6397,89.91361
as6398,89.42993
as6399,88.99314
as64,89.5092
as640,89.56897
as6400,89.75359
as6401,89.38731
as6402,89.39262
as6403,88.90063
as6404,89.50104
as6405,89.50207
as6406,89.53596
as6407,89.59759
as6408,89.44664
as6409,89.68064
as641,89.40299
as6410,89.38326
as6411,89.16667
as6412,89.3722
as6413,89.3913
as6414,89.30502
as6415,89.2668
as6416,89.6
as6417,89.53811
as6418,89.10931
as6419,89.51613
as642,89.5102
as6420,89.40552
as6421,89.35872
as6422,89.65142
as6423,89.63636
as6424,89.32203
as6425,89.17012
as6426,89.20635
as6427,89.48387
as6428,89.40803
as6429,89.40426
as643,89.47253
as6430,89.28429
as6431,89.819
as6432,89.32347
as6433,89.61538
as6434,89.43548
as6435,89.40552
as6436,89.27419
as6437,89.33472
as6438,89.53398
as6439,89.58071
as644,89.54233
as6440,89.42029
as6441,89.65591
as6442,89.01786
as6443,89.73799
as6444,89.44334
as6445,89.49153
as6446,89.14163
as6447,89.40426
as6448,89.45824
as6449,89.04
as645,89.50413
as6450,88.94737
as6451,88.90295
as6452,89.5171
as6453,88.99582
as6454,89.44882
as6455,89.31915
as6456,89.91266
as6457,88.51852
as6458,89.10314
as6459,89.65517
as646,89.64835
as6460,89.36
as6461,89.57717
as6462,89.35035
as6463,89.6
as6464,89.24686
as6465,89.68379
as6466,89.74737
as6467,89.48052
as6468,89.34156
as6469,89.29204
as647,89.48718
as6470,89.50719
as6471,89.49896
as6472,89.06582
as6473,89.59267
as6474,89.1984
as6475,89.53125
as6476,89.52381
as6477,89.43434
as6478,89.08714
as6479,89.29204
as648,89.52756
as6480,89.45946
as6481,89.47484
as6482,89.36795
as6483,89.42029
as6484,89.51807
as6485,89.50413
as6486,89.25466
as6487,89.14894
as6488,89.57447
as6489,89.47137
as649,89.29134
as6490,89.38731
as6491,89.33194
as6492,89.53271
as6493,89.28144
as6494,89.5082
as6495,89.13978
as6496,89.2967
as6497,89.51807
as6498,89.47484
as6499,89.40426
as65,89.13607
as650,89.64989
as6500,89.67213
as6501,89.66667
as6502,89.591
as6503,89.28889
as6504,89.54649
as6505,89.42857
as6506,89.5112
as6507,89.82796
as6508,89.21909
as6509,89.57983
as651,89.30283
as6510,89.43662
as6511,89.26941
as6512,89.57895
as6513,89.34021
as6514,89.57537
as6515,89.76608
as6516,89.58848
as6517,89.65517
as6518,89.82301
as6519,89.04762
as652,89.38462
as6520,89.40552
as6521,89.5671
as6522,89.49367
as6523,89.65142
as6524,89.64365
as6525,89.15612
as6526,89.47598
as6527,89.57537
as6528,89.50719
as6529,89.22747
as653,89.3456
as6530,89.19517
as6531,89.3177
as6532,88.92562
as6533,89.64758
as6534,89.55556
as6535,89.6124
as6536,89.62877
as6537,89.31478
as6538,89.38053
as6539,89.30502
as654,89.48936
as6540,89.47137
as6541,89.0495
as6542,89.1002
as6543,89.15789
as6544,89.48052
as6545,89.49791
as6546,89.73684
as6547,89.42505
as6548,89.20319
as6549,89.07757
as655,89.31034
as6550,89.22581
as6551,89.42029
as6552,88.94505
as6553,89.55056
as6554,89.68254
as6555,89.07563
as6556,89.65368
as6557,89.46667
as6558,89.0372
as6559,88.94309
as656,89.12088
as6560,89.58506
as6561,89.28
as6562,89.50104
as6563,89.17808
as6564,89.43662
as6565,89.49153
as6566,89.5171
as6567,89.66527
as6568,89.18919
as6569,89.40299
as657,89.90676
as6570,89.65368
as6571,89.7463
as6572,89.18033
as6573,89.18864
as6574,89.33194
as6575,89.73856
as6576,89.25773
as6577,89.50207
as6578,89.44112
as6579,89.12351
as658,89.2437
as6580,89.42029
as6581,89.83607
as6582,89.15222
as6583,89.42974
as6584,89.73856
as6585,89.58506
as6586,89.75052
as6587,89.27126
as6588,89.50719
as6589,89.6
as659,89.34272
as6590,89.44882
as6591,89.35614
as6592,89.28251
as6593,89.53668
as6594,89.12473
as6595,89.28144
as6596,89.54233
as6597,89.02834
as6598,88.97839
as6599,89.57082
as66,89.35091
as660,89.4926
as6600,89.37984
as6601,89.25466
as6602,89.64523
as6603,89.42029
as6604,89.44444
as6605,89.2389
as6606,89.58506
as6607,89.46429
as6608,89.41545
as6609,89.40928
as661,89.16143
as6610,89.66527
as6611,89.06383
as6612,89.59016
as6613,89.47712
as6614,89.30736
as6615,89.37639
as6616,89.22912
as6617,89.4274
as6618,89.19643
as6619,89.38865
as662,89.33472
as6620,89.52719
as6621,89.28571
as6622,89.42857
as6623,89.44334
as6624,89.34426
as6625,89.07514
as6626,89.5671
as6627,89.52
as6628,89.63964
as6629,89.36759
as663,89.6
as6630,89.66736
as6631,89.3456
as6632,89.59677
as6633,89.60396
as6634,89.54286
as6635,88.90526
as6636,89.42857
as6637,89.5
as6638,89.53216
as6639,89.53757
as664,89.4332
as6640,89.59267
as6641,89.66316
as6642,89.50413
as6643,89.42149
as6644,89.60938
as6645,89.5992
as6646,89.20177
as6647,89.47368
as6648,89.2126
as6649,89.31689
as665,89.50719
as6650,89.40928
as6651,88.90063
as6652,89.4274
as6653,89.57806
as6654,89.82759
as6655,89.47955
as6656,89.42974
as6657,89.22246
as6658,89.17695
as6659,88.99582
as666,89.42857
as6660,89.22414
as6661,89.51613
as6662,89.59596
as6663,89.48498
as6664,89.65591
as6665,89.72789
as6666,89.56897
as6667,89.31034
as6668,89.68191
as6669,89.31478
as667,89.83505
as6670,89.41788
as6671,89.57537
as6672,89.2936
as6673,89.16143
as6674,89.54198
as6675,89.4958
as6676,89.09836
as6677,89.68191
as6678,89.48718
as6679,89.73392
as668,89.41176
as6680,89.73799
as6681,89.48276
as6682,89.36255
as6683,89.42623
as6684,89.06977
as6685,89.3133
as6686,89.35484
as6687,89.56044
as6688,89.39655
as6689,88.97655
as669,89.37916
as6690,89.36
as6691,89.65368
as6692,88.96328
as6693,89.65217
as6694,89.67611
as6695,89.36255
as6696,89.63883
as6697,88.94737
as6698,89.28889
as6699,88.72881
as67,89.49686
as670,89.82869
as6700,89.28144
as6701,89.41423
as6702,89.24686
as6703,89.14712
as6704,89.25156
as6705,89.36
as6706,89.19679
as6707,89.65293
as6708,89.34694
as6709,89.12525
as671,89.37743
as6710,89.20635
as6711,89.58848
as6712,89.51613
as6713,89.35354
as6714,89.49153
as6715,89.29978
as6716,89.47939
as6717,89.4926
as6718,89.35927
as6719,89.27856
as672,89.21739
as6720,89.33747
as6721,89.0678
as6722,89.48387
as6723,88.97233
as6724,89.30131
as6725,89.3819
as6726,89.22581
as6727,89.41053
as6728,89.08714
as6729,89.06582
as673,89.46429
as6730,89.37079
as6731,89.36759
as6732,89.5842
as6733,89.5112
as6734,89.61089
as6735,89.55157
as6736,89.34959
as6737,89.66874
as6738,89.40043
as6739,89.21739
as674,89.08142
as6740,89.15966
as6741,89.5935
as6742,89.23241
as6743,89.26829
as6744,89.51613
as6745,89.33054
as6746,89.41545
as6747,89.40803
as6748,89.5614
as6749,89.57627
as675,89.48718
as6750,89.18919
as6751,88.84536
as6752,89.29412
as6753,89.2381
as6754,89.64444
as6755,89.50311
as6756,89.32773
as6757,89.40299
as6758,89.26829
as6759,88.99029
as676,89.82684
as6760,89.49791
as6761,89.57983
as6762,89.7479
as6763,89.47137
as6764,88.97436
as6765,89.59759
as6766,89.32836
as6767,89.57356
as6768,89.20635
as6769,89.75
as677,89.2668
as6770,89.54198
as6771,89.57356
as6772,89.22581
as6773,89.65591
as6774,89.47598
as6775,89.48936
as6776,89.5112
as6777,89.67347
as6778,89.19355
as6779,89.41788
as678,89.41053
as6780,89.48827
as6781,89.11647
as6782,89.04573
as6783,89.03421
as6784,89.44554
as6785,89.33333
as6786,89.31478
as6787,89.0495
as6788,89.44186
as6789,89.56897
as679,89.61014
as6790,89.65066
as6791,89.91507
as6792,89.05782
as6793,89.59839
as6794,89.57806
as6795,89.16493
as6796,89.65066
as6797,89.22581
as6798,89.00677
as6799,89.72158
as68,89.10931
as680,88.86463
as6800,89.74522
as6801,89.75659
as6802,89.52381
as6803,89.71963
as6804,89.25311
as6805,89.63636
as6806,89.631
as6807,89.6728
as6808,89.67546
as6809,89.54751
as681,89.59514
as6810,89.36255
as6811,89.37639
as6812,89.60317
as6813,89.21415
as6814,89.06542
as6815,89.17012
as6816,89.22747
as6817,89.46785
as6818,89.66874
as6819,89.04139
as682,89.02655
as6820,89.3913
as6821,89.36634
as6822,89.75155
as6823,89.17808
as6824,89.49791
as6825,89.15966
as6826,89.48718
as6827,88.921
as6828,89.41667
as6829,89.33194
as683,89.40552
as6830,89.25156
as6831,89.1684
as6832,89.11111
as6833,89.83015
as6834,89.39279
as6835,89.34426
as6836,89.57082
as6837,89.45205
as6838,89.56332
as6839,89.32347
as684,89.46463
as6840,89.50617
as6841,89.34021
as6842,89.92
as6843,88.84774
as6844,89.35872
as6845,89.52663
as6846,89.10387
as6847,89.23729
as6848,89.65665
as6849,89.21225
as685,89.51318
as6850,89.35484
as6851,89.57895
as6852,89.34694
as6853,89.2016
as6854,89.29515
as6855,89.6748
as6856,89.50311
as6857,89.48164
as6858,89.51904
as6859,89.30586
as686,89.47137
as6860,89.22631
as6861,89.42857
as6862,89.19355
as6863,89.41176
as6864,89.32203
as6865,89.04762
as6866,89.47368
as6867,89.42505
as6868,89.22912
as6869,89.74468
as687,89.31034
as6870,89.35223
as6871,89.2623
as6872,89.25466
as6873,89.58159
as6874,89.34156
as6875,89.21569
as6876,89.22246
as6877,88.93224
as6878,89.28713
as6879,89.46548
as688,89.29134
as6880,89.11647
as6881,89.20477
as6882,89.25926
as6883,89.39785
as6884,89.56616
as6885,89.2623
as6886,89.42857
as6887,89.54751
as6888,89.67742
as6889,89.08903
as689,89.0495
as6890,89.57806
as6891,89.25373
as6892,89.58932
as6893,89.34426
as6894,89.39914
as6895,89.4926
as6896,89.57806
as6897,89.58159
as6898,89.5
as6899,89.36382
as69,89.39655
as690,89.3456
as6900,89.03084
as6901,89.19355
as6902,89.30435
as6903,89.57082
as6904,89.6468
as6905,89.59839
as6906,89.50617
as6907,89.25156
as6908,89.29515
as6909,89.35484
as691,89.51904
as6910,89.6728
as6911,89.5082
as6912,89.32489
as6913,89.68127
as6914,89.33333
as6915,89.51904
as6916,89.41545
as6917,89.59839
as6918,89.3361
as6919,89.0393
as692,89.30097
as6920,89.73913
as6921,89.2955
as6922,89.23241
as6923,89.35484
as6924,89.2638
as6925,89.43434
as6926,89.03084
as6927,89.19101
as6928,89.13215
as6929,89.51904
as693,89.33884
as6930,89.18182
as6931,89.24051
as6932,89.23664
as6933,89.39914
as6934,89.60159
as6935,89.63554
as6936,89.36219
as6937,89.36364
as6938,89.57627
as6939,89.83193
as694,88.47534
as6940,89.5671
as6941,89.68566
as6942,89.6701
as6943,88.86214
as6944,89.4926
as6945,89.47826
as6946,89.53488
as6947,89.52191
as6948,89.46463
as6949,89.34694
as695,89.50311
as6950,89.36508
as6951,89.73856
as6952,89.74737
as6953,88.81818
as6954,89.0678
as6955,89.42505
as6956,89.75104
as6957,89.375
as6958,89.44773
as6959,89.40043
as696,89.36795
as6960,88.90526
as6961,88.94309
as6962,89.4958
as6963,88.93805
as6964,89.33333
as6965,89.30736
as6966,89.05882
as6967,89.28571
as6968,89.74249
as6969,89.91903
as697,89.13043
as6970,89.40043
as6971,89.43089
as6972,89.76285
as6973,89.5992
as6974,89.36884
as6975,89.34156
as6976,89.57447
as6977,89.3913
as6978,89.66874
as6979,89.44112
as698,89.4274
as6980,89.91561
as6981,89.92079
as6982,88.66071
as6983,89.17695
as6984,88.69121
as6985,89.65368
as6986,89.39262
as6987,89.56522
as6988,89.09651
as6989,89.2278
as699,89.35872
as6990,89.66102
as6991,89.66387
as6992,89.64912
as6993,89.7479
as6994,89.33333
as6995,89.46188
as6996,89.34426
as6997,89.6875
as6998,89.56835
as6999,89.46429
as7,89.46768
as70,89.32584
as700,89.17864
as7000,89.43548
as7001,89.33472
as7002,88.87446
as7003,89.48387
as7004,89.61014
as7005,89.36255
as7006,89.19643
as7007,89.30886
as7008,89.25311
as7009,89.4605
as701,89.18033
as7010,89.27565
as7011,89.48498
as7012,89.3177
as7013,89.59184
as7014,89.43205
as7015,89.40043
as7016,89.21875
as7017,89.28287
as7018,89.38104
as7019,89.38731
as702,89.40043
as7020,89.29825
as7021,89.39914
as7022,89.6
as7023,88.96552
as7024,89.42149
as7025,89.40678
as7026,89.66457
as7027,89.11308
as7028,89.1635
as7029,89.44334
as703,89.42387
as7030,89.43662
as7031,88.84774
as7032,89.38053
as7033,89.55654
as7034,89.29412
as7035,89.27928
as7036,89.56989
as7037,88.9852
as7038,89.47137
as7039,89.50515
as704,89.46257
as7040,89.83673
as7041,89.90971
as7042,89.48827
as7043,89.33054
as7044,89.27856
as7045,89.39262
as7046,89.75
as7047,89.34959
as7048,89.28287
as7049,89.61759
as705,89.40552
as7050,89.13607
as7051,89.42857
as7052,89.65066
as7053,89.82063
as7054,89.33884
as7055,89.6008
as7056,89.38865
as7057,89.09091
as7058,89.46903
as7059,89.41176
as706,89.82759
as7060,89.33194
as7061,89.63636
as7062,89.61014
as7063,89.5112
as7064,89.50311
as7065,89.48498
as7066,88.98089
as7067,89.30131
as7068,89.26978
as7069,89.40426
as707,89.6875
as7070,89.17137
as7071,89.58071
as7072,89.63636
as7073,89.74082
as7074,89.10112
as7075,89.1635
as7076,89.35632
as7077,89.25773
as7078,89.4702
as7079,89.67078
as708,89.182
as7080,89.27126
as7081,89.48387
as7082,89.0795
as7083,89.49686
as7084,89.51417
as7085,89.12281
as7086,89.57806
as7087,89.68064
as7088,89.42974
as7089,89.19283
as709,89.32632
as7090,89.76744
as7091,88.94273
as7092,89.73742
as7093,89.58159
as7094,89.68566
as7095,89.7397
as7096,89.83968
as7097,89.82906
as7098,89.51807
as7099,88.92784
as71,89.27273
as710,89.52191
as7100,89.32347
as7101,89.35484
as7102,89.26978
as7103,89.36073
as7104,89.68689
as7105,89.50413
as7106,89.28854
as7107,89.16667
as7108,89.19028
as7109,89.28713
as711,89.16493
as7110,89.50104
as7111,89.49896
as7112,89.41909
as7113,89.31034
as7114,89.67347
as7115,89.66245
as7116,89.49367
as7117,89.34156
as7118,89.65368
as7119,89.56989
as712,89.82183
as7120,88.9852
as7121,89.37743
as7122,89.47368
as7123,89.0287
as7124,88.92562
as7125,89.52663
as7126,89.50104
as7127,89.32489
as7128,89.55947
as7129,89.58848
as713,89.5102
as7130,89.06383
as7131,89.31915
as7132,89.3456
as7133,89.20177
as7134,89.2053
as7135,89.4926
as7136,89.36128
as7137,89.47368
as7138,89.25773
as7139,89.59016
as714,89.27273
as7140,89.58763
as7141,89.16667
as7142,89.47566
as7143,89.73333
as7144,89.5338
as7145,89.57627
as7146,89.42505
as7147,89.21053
as7148,89.27711
as7149,89.76
as715,89.48827
as7150,89.40928
as7151,89.42505
as7152,89.24051
as7153,89.5992
as7154,89.31624
as7155,89.34827
as7156,89.28412
as7157,89.39262
as7158,89.28713
as7159,89.13232
as716,89.31183
as7160,89.82063
as7161,89.7463
as7162,89.7463
as7163,89.76563
as7164,89.58333
as7165,89.82646
as7166,89.28571
as7167,89.52
as7168,89.25773
as7169,89.22078
as717,89.60861
as7170,88.94737
as7171,89.3913
as7172,89.58333
as7173,89.57806
as7174,89.35335
as7175,89.52381
as7176,89.59016
as7177,89.69639
as7178,89.24211
as7179,89.1791
as718,89.66457
as7180,89.68064
as7181,89.37079
as7182,89.04762
as7183,89.35743
as7184,89.29204
as7185,89.1453
as7186,89.57983
as7187,89.22912
as7188,89.68254
as7189,89.56897
as719,89.36634
as7190,89.61089
as7191,89.76096
as7192,89.52719
as7193,89.22747
as7194,89.34021
as7195,89.18182
as7196,89.34827
as7197,89.40928
as7198,89.31915
as7199,89.52475
as72,89.48827
as720,89.41667
as7200,89.18033
as7201,89.28251
as7202,89.51318
as7203,89.33472
as7204,89.3456
as7205,89.43089
as7206,89.29204
as7207,89.37132
as7208,89.09836
as7209,89.67078
as721,88.93661
as7210,89.62406
as7211,89.44334
as7212,88.8998
as7213,89.51904
as7214,88.91892
as7215,89.14894
as7216,89.64444
as7217,89.56332
as7218,89.44112
as7219,88.94967
as722,89.15789
as7220,89.51613
as7221,89.30368
as7222,89.58592
as7223,89.36128
as7224,89.09278
as7225,89.43205
as7226,89.19517
as7227,89.7397
as7228,89.30435
as7229,89.29825
as723,89.38326
as7230,89.35223
as7231,89.20949
as7232,89.47598
as7233,89.73333
as7234,89.57627
as7235,89.53307
as7236,89.30131
as7237,89.34426
as7238,89.27565
as7239,89.3456
as724,89.57173
as7240,89.5112
as7241,89.03808
as7242,89.2
as7243,89.57173
as7244,89.16493
as7245,89.83087
as7246,89.40426
as7247,89.1684
as7248,89.67546
as7249,89.40187
as725,89.42387
as7250,89.37639
as7251,89.57717
as7252,89.4926
as7253,89.66597
as7254,89.50515
as7255,89.17355
as7256,89.65885
as7257,89.4926
as7258,89.56989
as7259,89.42149
as726,89.09651
as7260,89.31034
as7261,88.96104
as7262,89.57173
as7263,89.56522
as7264,89.10515
as7265,89.64286
as7266,89.7546
as7267,89.49791
as7268,89.43888
as7269,89.26531
as727,89.10751
as7270,89.3456
as7271,89.5122
as7272,89.35223
as7273,88.96104
as7274,89.51613
as7275,89.30097
as7276,89.19822
as7277,89.27273
as7278,89.4533
as7279,89.47253
as728,89.75104
as7280,89.26531
as7281,89.07757
as7282,89.46188
as7283,89.51904
as7284,89.34884
as7285,89.58848
as7286,89.44
as7287,89.33884
as7288,89.29825
as7289,89.38462
as729,89.12525
as7290,89.3177
as7291,89.42505
as7292,89.43434
as7293,88.93878
as7294,89.06383
as7295,89.2936
as7296,89.42623
as7297,89.83264
as7298,89.5082
as7299,89.49791
as73,89.55257
as730,89.74684
as7300,88.87324
as7301,89.49474
as7302,89.7397
as7303,89.41176
as7304,89.23077
as7305,89.27856
as7306,89.35614
as7307,89.33884
as7308,89.44
as7309,89.60784
as731,88.87446
as7310,89.19355
as7311,89.50311
as7312,89.48052
as7313,89.36795
as7314,89.67078
as7315,89.58848
as7316,89.2967
as7317,89.76563
as7318,89.59596
as7319,89.44
as732,89.47826
as7320,89.38462
as7321,89.18367
as7322,89.5112
as7323,89.34827
as7324,89.37639
as7325,89.83903
as7326,89.68992
as7327,89.32347
as7328,89.3133
as7329,89.12854
as733,89.84032
as7330,89.3133
as7331,89.40552
as7332,89.41667
as7333,89.01235
as7334,89.55056
as7335,89.56332
as7336,89.43548
as7337,89.56236
as7338,89.57356
as7339,88.9234
as734,89.15691
as7340,89.53488
as7341,89.65591
as7342,89.38462
as7343,89.30283
as7344,89.31818
as7345,89.41423
as7346,89.1002
as7347,89.22078
as7348,89.01235
as7349,89.49791
as735,89.47939
as7350,88.92617
as7351,89.37132
as7352,89.17995
as7353,89.82262
as7354,89.49896
as7355,89.44112
as7356,89.37079
as7357,89.24211
as7358,89.60159
as7359,89.31559
as736,89.44554
as7360,89.47939
as7361,89.64045
as7362,89.06183
as7363,89.48498
as7364,89.51318
as7365,89.50617
as7366,89.62529
as7367,89.59016
as7368,89.10387
as7369,89.50413
as737,89.36255
as7370,89.76238
as7371,89.14894
as7372,89.38104
as7373,89.67546
as7374,89.48608
as7375,89.6748
as7376,89.57356
as7377,89.11111
as7378,89.3271
as7379,89.8364
as738,89.35354
as7380,89.91379
as7381,89.36
as7382,89.75309
as7383,89.35354
as7384,89.50104
as7385,89.48936
as7386,89.50207
as7387,89.7556
as7388,89.45841
as7389,89.64365
as739,89.45631
as7390,89.32059
as7391,89.00826
as7392,89.38998
as7393,89.40928
as7394,89.0676
as7395,89.12088
as7396,89.17695
as7397,89.48827
as7398,89.52569
as7399,89.67742
as74,89.57806
as740,89.5
as7400,89.50207
as7401,89.39655
as7402,89.50311
as7403,89.75659
as7404,89.64758
as7405,89.29273
as7406,89.49474
as7407,89.63719
as7408,89.04555
as7409,89.83607
as741,89.17184
as7410,89.41176
as7411,89.55056
as7412,89.56044
as7413,89.07368
as7414,89.82906
as7415,89.49791
as7416,89.13725
as7417,89.2955
as7418,89.46154
as7419,89.51613
as742,89.06323
as7420,89.35743
as7421,89.4926
as7422,89.36759
as7423,89.45824
as7424,89.34292
as7425,89.38815
as7426,88.99791
as7427,89.45631
as7428,89.82379
as7429,89.59677
as743,89.24843
as7430,89.4636
as7431,89.21909
as7432,89.33472
as7433,89.3361
as7434,89.38731
as7435,89.07757
as7436,88.8521
as7437,89.74304
as7438,88.72437
as7439,89.75709
as744,90.0
as7440,89.58246
as7441,89.33333
as7442,89.42268
as7443,89.54955
as7444,89.2437
as7445,89.46309
as7446,89.45946
as7447,89.69407
as7448,89.49045
as7449,89.41667
as745,89.0224
as7450,89.35484
as7451,89.66102
as7452,89.11894
as7453,89.68317
as7454,89.50719
as7455,89.31915
as7456,89.83806
as7457,89.82721
as7458,89.23241
as7459,89.22581
as746,89.75309
as7460,89.30886
as7461,89.91489
as7462,89.25
as7463,89.42268
as7464,89.53271
as7465,89.50617
as7466,89.50515
as7467,89.40426
as7468,89.74304
as7469,89.64835
as747,89.4958
as7470,89.413
as7471,89.62877
as7472,89.34021
as7473,89.39279
as7474,89.83333
as7475,89.41176
as7476,89.44573
as7477,89.38326
as7478,89.33747
as7479,89.413
as748,88.826
as7480,89.75104
as7481,89.40928
as7482,89.50719
as7483,89.53125
as7484,89.5671
as7485,89.3722
as7486,89.75309
as7487,89.41909
as7488,89.35354
as7489,89.59514
as749,89.45205
as7490,89.68872
as7491,89.34694
as7492,89.32914
as7493,89.40426
as7494,89.22246
as7495,89.05172
as7496,89.57173
as7497,89.6701
as7498,89.57537
as7499,89.4499
as75,89.13215
as750,89.12664
as7500,89.60317
as7501,89.27107
as7502,89.5935
as7503,89.45824
as7504,89.04382
as7505,89.27107
as7506,89.2562
as7507,89.3722
as7508,88.99582
as7509,89.40552
as751,89.32914
as7510,89.21909
as7511,89.35614
as7512,89.55357
as7513,89.64989
as7514,89.40803
as7515,89.06977
as7516,89.45946
as7517,89.22481
as7518,89.60861
as7519,89.5102
as752,89.67078
as7520,89.26978
as7521,89.39914
as7522,89.1453
as7523,89.23404
as7524,89.52096
as7525,89.42149
as7526,89.26531
as7527,89.6603
as7528,89.74895
as7529,89.6063
as753,89.74843
as7530,89.3456
as7531,89.57173
as7532,89.54631
as7533,89.42623
as7534,89.27107
as7535,89.35872
as7536,89.04139
as7537,89.29134
as7538,89.0393
as7539,89.38053
as754,89.35035
as7540,89.2967
as7541,89.11504
as7542,89.48827
as7543,89.5935
as7544,89.64206
as7545,89.46667
as7546,89.5122
as7547,89.65957
as7548,89.58159
as7549,89.41423
as755,89.47598
as7550,89.52569
as7551,89.42029
as7552,89.45313
as7553,89.30502
as7554,89.15966
as7555,89.12473
as7556,89.56427
as7557,89.32489
as7558,89.30435
as7559,89.74194
as756,88.9916
as7560,89.49791
as7561,89.59759
as7562,88.90063
as7563,89.76471
as7564,89.09465
as7565,89.56332
as7566,89.41053
as7567,89.07757
as7568,88.96104
as7569,89.82533
as757,89.33194
as7570,89.74194
as7571,89.39785
as7572,89.61071
as7573,89.26978
as7574,89.15254
as7575,89.49686
as7576,89.11308
as7577,89.43089
as7578,89.74576
as7579,89.51904
as758,89.57265
as7580,89.33054
as7581,89.67936
as7582,89.38053
as7583,89.74194
as7584,89.59514
as7585,89.15789
as7586,89.71154
as7587,89.52286
as7588,89.75052
as7589,89.28713
as759,89.49686
as7590,89.53578
as7591,89.15612
as7592,88.93443
as7593,89.38326
as7594,89.23567
as7595,89.33054
as7596,89.25311
as7597,89.12698
as7598,89.10204
as7599,89.46429
as76,89.54338
as760,89.65217
as7600,89.20705
as7601,89.22581
as7602,89.74895
as7603,89.15966
as7604,89.34156
as7605,89.22912
as7606,89.50413
as7607,88.87446
as7608,89.57082
as7609,89.4274
as761,89.42268
as7610,89.10387
as7611,89.31478
as7612,89.25156
as7613,89.41667
as7614,89.03226
as7615,89.32489
as7616,88.89546
as7617,89.34426
as7618,89.44186
as7619,89.19028
as762,89.47826
as7620,89.42149
as7621,88.8309
as7622,89.69231
as7623,88.93878
as7624,89.25311
as7625,88.88668
as7626,89.65591
as7627,89.67347
as7628,89.48164
as7629,89.32773
as763,89.74249
as7630,89.03808
as7631,89.32203
as7632,89.16318
as7633,89.48387
as7634,89.43888
as7635,89.5122
as7636,89.45631
as7637,89.46785
as7638,89.18033
as7639,88.89831
as764,89.45098
as7640,89.14894
as7641,89.38596
as7642,89.40678
as7643,89.31183
as7644,89.63235
as7645,89.15966
as7646,89.59016
as7647,88.71743
as7648,89.48827
as7649,89.591
as765,89.35743
as7650,89.40299
as7651,89.39394
as7652,89.57447
